sequence_id,group,nearest,d_Mouse,d_Human,d_Ancestor,w_Mouse,w_Human,w_Ancestor,x,y
"HUM_L02_7U4I_B_s1 | sample=1, score=0.7783, global_score=0.7783, seq_recovery=0.5370",Human-designed,Ancestor (node_25),0.7150259067357513,0.7046632124352331,0.6994818652849741,0.11694609731408527,0.3296338694384036,0.5534200332475111,0.6063438860621592,0.4792758077555732
"HUM_L02_7U4I_B_s2 | sample=2, score=0.8281, global_score=0.8281, seq_recovery=0.5370",Human-designed,Mouse GPX6 WT,0.7202072538860104,0.7202072538860104,0.7253886010362695,0.3852628435530215,0.3852628435530215,0.22947431289395692,0.49999999999999994,0.19873058448214564
"HUM_L02_7U4J_A_template | score=1.5088, global_score=1.5088, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.694300518134715,0.7046632124352331,0.9652197828092733,0.025672306028096958,0.009107911162629642,0.03022626160941178,0.007887682442249131
"HUM_L02_7U4J_A_s1 | sample=1, score=0.7752, global_score=0.7752, seq_recovery=0.4630",Human-designed,Human GPX6 WT,0.7046632124352331,0.694300518134715,0.694300518134715,0.150662216855055,0.4246688915724725,0.4246688915724725,0.6370033373587087,0.3677740482987405
"HUM_L02_7U4J_A_s2 | sample=2, score=0.7575, global_score=0.7575, seq_recovery=0.4877",Human-designed,Human GPX6 WT,0.7098445595854922,0.694300518134715,0.6994818652849741,0.1169460973140857,0.5534200332475132,0.3296338694384012,0.7182369679667138,0.2854713048814183
"HUM_L03_1GP1_A_template | score=1.3948, global_score=1.3948, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.5595854922279793,0.5958549222797928,0.5647668393782384,0.6164361981110433,0.016395580578180486,0.36716822131077625,0.19997969123356862,0.3179770071174791
"HUM_L03_1GP1_A_s1 | sample=1, score=0.8071, global_score=0.8071, seq_recovery=0.5519",Human-designed,Ancestor (node_25),0.6269430051813472,0.6528497409326425,0.6217616580310881,0.36312631791878136,0.027223407738846267,0.6096502743423723,0.33204854491003244,0.5279726250046467
"HUM_L03_1GP1_A_s2 | sample=2, score=0.8055, global_score=0.8055, seq_recovery=0.5355",Human-designed,Ancestor (node_25),0.6683937823834197,0.6787564766839378,0.6476683937823834,0.10752983671375271,0.03814897652937998,0.8543211867568673,0.46530956990781364,0.7398638507227168
"HUM_L03_2F8A_A_template | score=1.3829, global_score=1.3829, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.5583756345177665,0.6142131979695431,0.5685279187817259,0.7320225806042444,0.0027512490708186785,0.2652261703249369,0.13536433423328711,0.22969260124985377
"HUM_L03_2F8A_A_s1 | sample=1, score=0.7952, global_score=0.7952, seq_recovery=0.5538",Human-designed,Ancestor (node_25),0.649746192893401,0.6649746192893401,0.6294416243654822,0.11317777858497247,0.024683060648349974,0.8621391607666776,0.4557526410316888,0.746634414821339
"HUM_L03_2F8A_A_s2 | sample=2, score=0.7831, global_score=0.7831, seq_recovery=0.5430",Human-designed,Ancestor (node_25),0.649746192893401,0.6852791878172588,0.6395939086294417,0.26394808585157464,0.007556838742015438,0.7284950754064099,0.3718043764452204,0.6308952418338112
"HUM_L03_2V1M_A_template | score=1.5168, global_score=1.5168, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6476683937823834,0.6632124352331606,0.6632124352331606,0.7029232033404912,0.1485383983297544,0.1485383983297544,0.2228075974946316,0.12863802639101934
"HUM_L03_2V1M_A_s1 | sample=1, score=0.8290, global_score=0.8290, seq_recovery=0.4321",Human-designed,Ancestor (node_25),0.7202072538860104,0.7253886010362695,0.7150259067357513,0.3053879305938027,0.181898375905736,0.5127136935004614,0.43825522265596667,0.44402308343954794
"HUM_L03_2V1M_A_s2 | sample=2, score=0.7784, global_score=0.7784, seq_recovery=0.4753",Human-designed,Mouse GPX6 WT,0.6683937823834197,0.7098445595854922,0.689119170984456,0.8758806791364772,0.013875880962645035,0.11024343990087776,0.06899760091308392,0.09547361955474315
"HUM_L03_3CMI_A_template | score=1.5603, global_score=1.5603, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6528497409326425,0.6787564766839378,0.6683937823834197,0.7774328146955556,0.058283769199977825,0.16428341610446667,0.14042547725221116,0.14227361176695769
"HUM_L03_3CMI_A_s1 | sample=1, score=0.8228, global_score=0.8228, seq_recovery=0.5105",Human-designed,Mouse GPX6 WT,0.7253886010362695,0.7409326424870466,0.7253886010362695,0.45221955404770897,0.09556089190458206,0.45221955404770897,0.32167066892843654,0.3916336218933859
"HUM_L03_3CMI_A_s2 | sample=2, score=0.8357, global_score=0.8357, seq_recovery=0.4196",Human-designed,Human GPX6 WT,0.7564766839378239,0.7461139896373057,0.7461139896373057,0.15066221685505357,0.42466889157247323,0.42466889157247323,0.6370033373587098,0.3677740482987411
"HUM_L03_3E0U_A_template | score=1.6626, global_score=1.6626, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.694300518134715,0.7098445595854922,0.7253886010362695,0.7961977437931574,0.16824873194506548,0.03555352426177707,0.186025494075954,0.03079025520476532
"HUM_L03_3E0U_A_s1 | sample=1, score=0.9152, global_score=0.9152, seq_recovery=0.4379",Human-designed,Human GPX6 WT,0.7564766839378239,0.7512953367875648,0.7772020725388601,0.35653688029863817,0.5985873129026543,0.04487580679870761,0.6210252163020081,0.038863588703003216
"HUM_L03_3E0U_A_s2 | sample=2, score=0.9058, global_score=0.9058, seq_recovery=0.4314",Human-designed,Mouse GPX6 WT,0.7305699481865285,0.7564766839378239,0.7616580310880829,0.8931572565443252,0.06695957569028047,0.03988316776539428,0.0869011595729776,0.034539836468228086
"HUM_L03_5H5Q_A_template | score=1.4651, global_score=1.4651, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.6994818652849741,0.6994818652849741,0.9692886613359282,0.015355669332035868,0.015355669332035868,0.023033503998053803,0.013298399733656683
"HUM_L03_5H5Q_A_s1 | sample=1, score=0.7403, global_score=0.7403, seq_recovery=0.5244",Human-designed,Human GPX6 WT,0.694300518134715,0.6787564766839378,0.694300518134715,0.1485383983297544,0.7029232033404912,0.1485383983297544,0.7771924025053684,0.12863802639101934
"HUM_L03_5H5Q_A_s2 | sample=2, score=0.7089, global_score=0.7089, seq_recovery=0.5183",Human-designed,Human GPX6 WT,0.7098445595854922,0.6994818652849741,0.7202072538860104,0.23960946624977425,0.6753829099730876,0.08500762377713827,0.7178867218616567,0.07361876170635182
"HUM_L03_5H5R_A_template | score=1.5332, global_score=1.5332, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6528497409326425,0.694300518134715,0.6994818652849741,0.9753449328756042,0.01545161402514732,0.009203453099248405,0.020053340574771525,0.007970424186487742
"HUM_L03_5H5R_A_s1 | sample=1, score=0.7540, global_score=0.7540, seq_recovery=0.4881",Human-designed,Mouse GPX6 WT,0.6787564766839378,0.6787564766839378,0.689119170984456,0.42466889157247323,0.42466889157247323,0.15066221685505357,0.5,0.1304773071869564
"HUM_L03_5H5R_A_s2 | sample=2, score=0.7841, global_score=0.7841, seq_recovery=0.5060",Human-designed,Mouse GPX6 WT,0.7046632124352331,0.7150259067357513,0.7202072538860104,0.6385325030045884,0.22653583614390946,0.13493166085150216,0.29400166656966054,0.11685424607222708
"HUM_L03_5H5S_A_template | score=1.4697, global_score=1.4697, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.6994818652849741,0.6994818652849741,0.9692886613359282,0.015355669332035868,0.015355669332035868,0.023033503998053803,0.013298399733656683
"HUM_L03_5H5S_A_s1 | sample=1, score=0.7364, global_score=0.7364, seq_recovery=0.4969",Human-designed,Mouse GPX6 WT,0.689119170984456,0.689119170984456,0.694300518134715,0.3852628435530215,0.3852628435530215,0.22947431289395692,0.49999999999999994,0.19873058448214564
"HUM_L03_5H5S_A_s2 | sample=2, score=0.7857, global_score=0.7857, seq_recovery=0.5031",Human-designed,Mouse GPX6 WT,0.7046632124352331,0.7202072538860104,0.7357512953367875,0.7961977437931589,0.16824873194506393,0.03555352426177713,0.18602549407595248,0.030790255204765374
"HUM_L03_6ELW_A_template | score=1.5008, global_score=1.5008, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6632124352331606,0.6994818652849741,0.7046632124352331,0.9592882177346567,0.02551454200737006,0.015197240257973463,0.03311316213635679,0.013161196130820594
"HUM_L03_6ELW_A_s1 | sample=1, score=0.8003, global_score=0.8003, seq_recovery=0.5122",Human-designed,Mouse GPX6 WT,0.7150259067357513,0.7253886010362695,0.7202072538860104,0.5127136935004614,0.181898375905736,0.3053879305938027,0.33459234120263737,0.2644737059033921
"HUM_L03_6ELW_A_s2 | sample=2, score=0.7566, global_score=0.7566, seq_recovery=0.4756",Human-designed,Ancestor (node_25),0.7202072538860104,0.7202072538860104,0.7150259067357513,0.27182088994017634,0.27182088994017634,0.4563582201196474,0.5,0.39521781184946536
"HUM_L03_6HKQ_A_template | score=1.5352, global_score=1.5352, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6632124352331606,0.694300518134715,0.7046632124352331,0.9429546896030413,0.042106829234205514,0.01493848116275315,0.04957606981558209,0.012937104180899526
"HUM_L03_6HKQ_A_s1 | sample=1, score=0.8042, global_score=0.8042, seq_recovery=0.5000",Human-designed,Mouse GPX6 WT,0.694300518134715,0.6994818652849741,0.6994818652849741,0.4563582201196474,0.27182088994017634,0.27182088994017634,0.4077313349102645,0.23540379596748665
"HUM_L03_6HKQ_A_s2 | sample=2, score=0.8297, global_score=0.8297, seq_recovery=0.4578",Human-designed,Ancestor (node_25),0.7305699481865285,0.7253886010362695,0.7202072538860104,0.181898375905736,0.3053879305938027,0.5127136935004614,0.5617447773440334,0.44402308343954794
"HUM_L03_6HN3_A_template | score=1.5308, global_score=1.5308, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6632124352331606,0.689119170984456,0.7046632124352331,0.9167484840839234,0.06872819882410142,0.014523317091975385,0.0759898573700891,0.012577561548867421
"HUM_L03_6HN3_A_s1 | sample=1, score=0.7823, global_score=0.7823, seq_recovery=0.4611",Human-designed,Mouse GPX6 WT,0.694300518134715,0.7046632124352331,0.6994818652849741,0.5127136935004603,0.18189837590573765,0.30538793059380204,0.3345923412026387,0.26447370590339153
"HUM_L03_6HN3_A_s2 | sample=2, score=0.7567, global_score=0.7567, seq_recovery=0.4850",Human-designed,Mouse GPX6 WT,0.6839378238341969,0.6839378238341969,0.694300518134715,0.42466889157247323,0.42466889157247323,0.15066221685505357,0.5,0.1304773071869564
"HUM_L03_6VPD_A_template | score=1.5968, global_score=1.5968, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6528497409326425,0.694300518134715,0.694300518134715,0.9692886613359282,0.015355669332035868,0.015355669332035868,0.023033503998053803,0.013298399733656683
"HUM_L03_6VPD_A_s1 | sample=1, score=0.8297, global_score=0.8297, seq_recovery=0.4118",Human-designed,Mouse GPX6 WT,0.7512953367875648,0.7668393782383419,0.772020725388601,0.7478418713626763,0.15803039826860207,0.0941277303687217,0.20509426345296292,0.08151700569988497
"HUM_L03_6VPD_A_s2 | sample=2, score=0.8495, global_score=0.8495, seq_recovery=0.4837",Human-designed,Mouse GPX6 WT,0.7305699481865285,0.7461139896373057,0.7461139896373057,0.702923203340489,0.14853839832975557,0.14853839832975557,0.22280759749463336,0.12863802639102034
"HUM_L03_7L8L_A_template | score=1.5098, global_score=1.5098, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6683937823834197,0.7046632124352331,0.7150259067357513,0.965219782809273,0.025672306028097232,0.009107911162629639,0.030226261609412053,0.007887682442249128
"HUM_L03_7L8L_A_s1 | sample=1, score=0.8185, global_score=0.8185, seq_recovery=0.4968",Human-designed,Human GPX6 WT,0.7305699481865285,0.7202072538860104,0.7253886010362695,0.181898375905736,0.5127136935004614,0.3053879305938027,0.6654076587973627,0.2644737059033921
"HUM_L03_7L8L_A_s2 | sample=2, score=0.7719, global_score=0.7719, seq_recovery=0.4713",Human-designed,Human GPX6 WT,0.7253886010362695,0.7098445595854922,0.7098445595854922,0.0955608919045811,0.45221955404770947,0.45221955404770947,0.6783293310715642,0.39163362189338635
"HUM_L03_7L8Q_A_template | score=1.5405, global_score=1.5405, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.694300518134715,0.6994818652849741,0.9592882177346567,0.02551454200737006,0.0151972402579733,0.03311316213635671,0.013161196130820453
"HUM_L03_7L8Q_A_s1 | sample=1, score=0.8153, global_score=0.8153, seq_recovery=0.4817",Human-designed,Mouse GPX6 WT,0.7046632124352331,0.7150259067357513,0.7150259067357513,0.584948754738452,0.20752562263077406,0.20752562263077406,0.3112884339461611,0.17972246113443313
"HUM_L03_7L8Q_A_s2 | sample=2, score=0.7809, global_score=0.7809, seq_recovery=0.4634",Human-designed,Mouse GPX6 WT,0.7253886010362695,0.7253886010362695,0.7305699481865285,0.3852628435530215,0.3852628435530215,0.22947431289395692,0.49999999999999994,0.19873058448214564
"HUM_L03_7U4I_B_template | score=1.5094, global_score=1.5094, fixed_chains=[], designed_chains=['B'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.694300518134715,0.7046632124352331,0.9652197828092733,0.025672306028096958,0.009107911162629642,0.03022626160941178,0.007887682442249131
"HUM_L03_7U4I_B_s1 | sample=1, score=0.7783, global_score=0.7783, seq_recovery=0.5370",Human-designed,Ancestor (node_25),0.7150259067357513,0.7046632124352331,0.6994818652849741,0.11694609731408527,0.3296338694384036,0.5534200332475111,0.6063438860621592,0.4792758077555732
"HUM_L03_7U4I_B_s2 | sample=2, score=0.8281, global_score=0.8281, seq_recovery=0.5370",Human-designed,Mouse GPX6 WT,0.7202072538860104,0.7202072538860104,0.7253886010362695,0.3852628435530215,0.3852628435530215,0.22947431289395692,0.49999999999999994,0.19873058448214564
"HUM_L03_7U4J_A_template | score=1.5088, global_score=1.5088, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.694300518134715,0.7046632124352331,0.9652197828092733,0.025672306028096958,0.009107911162629642,0.03022626160941178,0.007887682442249131
"HUM_L03_7U4J_A_s1 | sample=1, score=0.7752, global_score=0.7752, seq_recovery=0.4630",Human-designed,Human GPX6 WT,0.7046632124352331,0.694300518134715,0.694300518134715,0.150662216855055,0.4246688915724725,0.4246688915724725,0.6370033373587087,0.3677740482987405
"HUM_L03_7U4J_A_s2 | sample=2, score=0.7575, global_score=0.7575, seq_recovery=0.4877",Human-designed,Human GPX6 WT,0.7098445595854922,0.694300518134715,0.6994818652849741,0.1169460973140857,0.5534200332475132,0.3296338694384012,0.7182369679667138,0.2854713048814183
"HUM_L06_2F8A_A_template | score=1.3829, global_score=1.3829, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.5583756345177665,0.6142131979695431,0.5685279187817259,0.7320225806042444,0.0027512490708186785,0.2652261703249369,0.13536433423328711,0.22969260124985377
"HUM_L06_2F8A_A_s1 | sample=1, score=0.7952, global_score=0.7952, seq_recovery=0.5538",Human-designed,Ancestor (node_25),0.649746192893401,0.6649746192893401,0.6294416243654822,0.11317777858497247,0.024683060648349974,0.8621391607666776,0.4557526410316888,0.746634414821339
"HUM_L06_2F8A_A_s2 | sample=2, score=0.7831, global_score=0.7831, seq_recovery=0.5430",Human-designed,Ancestor (node_25),0.649746192893401,0.6852791878172588,0.6395939086294417,0.26394808585157464,0.007556838742015438,0.7284950754064099,0.3718043764452204,0.6308952418338112
"HUM_L06_2V1M_A_template | score=1.5168, global_score=1.5168, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6476683937823834,0.6632124352331606,0.6632124352331606,0.7029232033404912,0.1485383983297544,0.1485383983297544,0.2228075974946316,0.12863802639101934
"HUM_L06_2V1M_A_s1 | sample=1, score=0.8290, global_score=0.8290, seq_recovery=0.4321",Human-designed,Ancestor (node_25),0.7202072538860104,0.7253886010362695,0.7150259067357513,0.3053879305938027,0.181898375905736,0.5127136935004614,0.43825522265596667,0.44402308343954794
"HUM_L06_2V1M_A_s2 | sample=2, score=0.7784, global_score=0.7784, seq_recovery=0.4753",Human-designed,Mouse GPX6 WT,0.6683937823834197,0.7098445595854922,0.689119170984456,0.8758806791364772,0.013875880962645035,0.11024343990087776,0.06899760091308392,0.09547361955474315
"HUM_L06_3E0U_A_template | score=1.6626, global_score=1.6626, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.694300518134715,0.7098445595854922,0.7253886010362695,0.7961977437931574,0.16824873194506548,0.03555352426177707,0.186025494075954,0.03079025520476532
"HUM_L06_3E0U_A_s1 | sample=1, score=0.9152, global_score=0.9152, seq_recovery=0.4379",Human-designed,Human GPX6 WT,0.7564766839378239,0.7512953367875648,0.7772020725388601,0.35653688029863817,0.5985873129026543,0.04487580679870761,0.6210252163020081,0.038863588703003216
"HUM_L06_3E0U_A_s2 | sample=2, score=0.9058, global_score=0.9058, seq_recovery=0.4314",Human-designed,Mouse GPX6 WT,0.7305699481865285,0.7564766839378239,0.7616580310880829,0.8931572565443252,0.06695957569028047,0.03988316776539428,0.0869011595729776,0.034539836468228086
"HUM_L06_5H5Q_A_template | score=1.4651, global_score=1.4651, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.6994818652849741,0.6994818652849741,0.9692886613359282,0.015355669332035868,0.015355669332035868,0.023033503998053803,0.013298399733656683
"HUM_L06_5H5Q_A_s1 | sample=1, score=0.7403, global_score=0.7403, seq_recovery=0.5244",Human-designed,Human GPX6 WT,0.694300518134715,0.6787564766839378,0.694300518134715,0.1485383983297544,0.7029232033404912,0.1485383983297544,0.7771924025053684,0.12863802639101934
"HUM_L06_5H5Q_A_s2 | sample=2, score=0.7089, global_score=0.7089, seq_recovery=0.5183",Human-designed,Human GPX6 WT,0.7098445595854922,0.6994818652849741,0.7202072538860104,0.23960946624977425,0.6753829099730876,0.08500762377713827,0.7178867218616567,0.07361876170635182
"HUM_L06_5H5R_A_template | score=1.5332, global_score=1.5332, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6528497409326425,0.694300518134715,0.6994818652849741,0.9753449328756042,0.01545161402514732,0.009203453099248405,0.020053340574771525,0.007970424186487742
"HUM_L06_5H5R_A_s1 | sample=1, score=0.7540, global_score=0.7540, seq_recovery=0.4881",Human-designed,Mouse GPX6 WT,0.6787564766839378,0.6787564766839378,0.689119170984456,0.42466889157247323,0.42466889157247323,0.15066221685505357,0.5,0.1304773071869564
"HUM_L06_5H5R_A_s2 | sample=2, score=0.7841, global_score=0.7841, seq_recovery=0.5060",Human-designed,Mouse GPX6 WT,0.7046632124352331,0.7150259067357513,0.7202072538860104,0.6385325030045884,0.22653583614390946,0.13493166085150216,0.29400166656966054,0.11685424607222708
"HUM_L06_5H5S_A_template | score=1.4697, global_score=1.4697, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.6994818652849741,0.6994818652849741,0.9692886613359282,0.015355669332035868,0.015355669332035868,0.023033503998053803,0.013298399733656683
"HUM_L06_5H5S_A_s1 | sample=1, score=0.7364, global_score=0.7364, seq_recovery=0.4969",Human-designed,Mouse GPX6 WT,0.689119170984456,0.689119170984456,0.694300518134715,0.3852628435530215,0.3852628435530215,0.22947431289395692,0.49999999999999994,0.19873058448214564
"HUM_L06_5H5S_A_s2 | sample=2, score=0.7857, global_score=0.7857, seq_recovery=0.5031",Human-designed,Mouse GPX6 WT,0.7046632124352331,0.7202072538860104,0.7357512953367875,0.7961977437931589,0.16824873194506393,0.03555352426177713,0.18602549407595248,0.030790255204765374
"HUM_L06_6ELW_A_template | score=1.5008, global_score=1.5008, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6632124352331606,0.6994818652849741,0.7046632124352331,0.9592882177346567,0.02551454200737006,0.015197240257973463,0.03311316213635679,0.013161196130820594
"HUM_L06_6ELW_A_s1 | sample=1, score=0.8003, global_score=0.8003, seq_recovery=0.5122",Human-designed,Mouse GPX6 WT,0.7150259067357513,0.7253886010362695,0.7202072538860104,0.5127136935004614,0.181898375905736,0.3053879305938027,0.33459234120263737,0.2644737059033921
"HUM_L06_6ELW_A_s2 | sample=2, score=0.7566, global_score=0.7566, seq_recovery=0.4756",Human-designed,Ancestor (node_25),0.7202072538860104,0.7202072538860104,0.7150259067357513,0.27182088994017634,0.27182088994017634,0.4563582201196474,0.5,0.39521781184946536
"HUM_L06_6HKQ_A_template | score=1.5352, global_score=1.5352, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6632124352331606,0.694300518134715,0.7046632124352331,0.9429546896030413,0.042106829234205514,0.01493848116275315,0.04957606981558209,0.012937104180899526
"HUM_L06_6HKQ_A_s1 | sample=1, score=0.8042, global_score=0.8042, seq_recovery=0.5000",Human-designed,Mouse GPX6 WT,0.694300518134715,0.6994818652849741,0.6994818652849741,0.4563582201196474,0.27182088994017634,0.27182088994017634,0.4077313349102645,0.23540379596748665
"HUM_L06_6HKQ_A_s2 | sample=2, score=0.8297, global_score=0.8297, seq_recovery=0.4578",Human-designed,Ancestor (node_25),0.7305699481865285,0.7253886010362695,0.7202072538860104,0.181898375905736,0.3053879305938027,0.5127136935004614,0.5617447773440334,0.44402308343954794
"HUM_L06_6HN3_A_template | score=1.5308, global_score=1.5308, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6632124352331606,0.689119170984456,0.7046632124352331,0.9167484840839234,0.06872819882410142,0.014523317091975385,0.0759898573700891,0.012577561548867421
"HUM_L06_6HN3_A_s1 | sample=1, score=0.7823, global_score=0.7823, seq_recovery=0.4611",Human-designed,Mouse GPX6 WT,0.694300518134715,0.7046632124352331,0.6994818652849741,0.5127136935004603,0.18189837590573765,0.30538793059380204,0.3345923412026387,0.26447370590339153
"HUM_L06_6HN3_A_s2 | sample=2, score=0.7567, global_score=0.7567, seq_recovery=0.4850",Human-designed,Mouse GPX6 WT,0.6839378238341969,0.6839378238341969,0.694300518134715,0.42466889157247323,0.42466889157247323,0.15066221685505357,0.5,0.1304773071869564
"HUM_L06_6VPD_A_template | score=1.5968, global_score=1.5968, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6528497409326425,0.694300518134715,0.694300518134715,0.9692886613359282,0.015355669332035868,0.015355669332035868,0.023033503998053803,0.013298399733656683
"HUM_L06_6VPD_A_s1 | sample=1, score=0.8297, global_score=0.8297, seq_recovery=0.4118",Human-designed,Mouse GPX6 WT,0.7512953367875648,0.7668393782383419,0.772020725388601,0.7478418713626763,0.15803039826860207,0.0941277303687217,0.20509426345296292,0.08151700569988497
"HUM_L06_6VPD_A_s2 | sample=2, score=0.8495, global_score=0.8495, seq_recovery=0.4837",Human-designed,Mouse GPX6 WT,0.7305699481865285,0.7461139896373057,0.7461139896373057,0.702923203340489,0.14853839832975557,0.14853839832975557,0.22280759749463336,0.12863802639102034
"HUM_L06_7L8L_A_template | score=1.5098, global_score=1.5098, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6683937823834197,0.7046632124352331,0.7150259067357513,0.965219782809273,0.025672306028097232,0.009107911162629639,0.030226261609412053,0.007887682442249128
"HUM_L06_7L8L_A_s1 | sample=1, score=0.8185, global_score=0.8185, seq_recovery=0.4968",Human-designed,Human GPX6 WT,0.7305699481865285,0.7202072538860104,0.7253886010362695,0.181898375905736,0.5127136935004614,0.3053879305938027,0.6654076587973627,0.2644737059033921
"HUM_L06_7L8L_A_s2 | sample=2, score=0.7719, global_score=0.7719, seq_recovery=0.4713",Human-designed,Human GPX6 WT,0.7253886010362695,0.7098445595854922,0.7098445595854922,0.0955608919045811,0.45221955404770947,0.45221955404770947,0.6783293310715642,0.39163362189338635
"HUM_L06_7L8Q_A_template | score=1.5405, global_score=1.5405, fixed_chains=[], designed_chains=['A'], model_name=v_48_020, git_hash=8907e6671bfbfc92303b5f79c4b5e6ce47cdef57, seed=37",Human-designed,Mouse GPX6 WT,0.6580310880829016,0.694300518134715,0.6994818652849741,0.9592882177346567,0.02551454200737006,0.0151972402579733,0.03311316213635671,0.013161196130820453
"HUM_L06_7L8Q_A_s1 | sample=1, score=0.8153, global_score=0.8153, seq_recovery=0.4817",Human-designed,Mouse GPX6 WT,0.7046632124352331,0.7150259067357513,0.7150259067357513,0.584948754738452,0.20752562263077406,0.20752562263077406,0.3112884339461611,0.17972246113443313
